Times,NpuID(Idx),ChipId(Idx),Pwr(W),Temp(C),AI Core(%),AI Cpu(%),Ctrl Cpu(%),Memory(%),Memory BW(%),Adjusted CPU Power (W),CPU Energy (J),Total Energy (J)
323,0,0,8.8,48,0,21,91,90,3,27.78571429,5.835,5.835
324,0,0,8.6,48,0,26,94,92,9,27.78571429,7.224285714,7.224285714
325,0,0,8.5,48,0,15,92,90,7,27.78571429,4.167857143,4.167857143
326,0,0,8.5,49,0,11,84,90,2,28,3.08,3.08
327,0,0,8.6,48,0,17,87,92,8,27.78571429,4.723571429,4.723571429
328,0,0,8.6,49,0,11,83,89,8,28,3.08,3.08
329,0,0,8.6,48,0,19,88,89,11,27.78571429,5.279285714,5.279285714
330,0,0,8.8,48,0,22,88,89,3,27.78571429,6.112857143,6.112857143
331,0,0,8.8,48,0,25,96,89,3,27.78571429,6.946428571,6.946428571
332,0,0,8.6,48,0,14,95,89,2,27.78571429,3.89,3.89
333,0,0,8.5,49,0,38,93,90,7,28,10.64,10.64
334,0,0,8.5,48,0,14,87,96,7,27.78571429,3.89,3.89
335,0,0,8.6,48,0,19,83,93,5,27.78571429,5.279285714,5.279285714
336,0,0,8.6,48,0,14,82,90,14,27.78571429,3.89,3.89
337,0,0,8.7,49,0,16,87,90,8,28,4.48,4.48
338,0,0,8.8,48,0,18,94,90,2,27.78571429,5.001428571,5.001428571
339,0,0,8.6,48,0,28,92,90,9,27.78571429,7.78,7.78
340,0,0,8.6,48,0,37,92,93,10,27.78571429,10.28071429,10.28071429
